palabra,nlet,acen,ace_i,ace_f,voc,v_op,v_cl,repet,cons,p_alin,p_cons,v_ini,v_fin,cont_e,cont_a,cont_o,cont_s,cont_r,cont_n,cont_j,cont_m,cont_k,cont_w,propio
absolvederas,12,0,0,0,5,0,5,0,7,7,-12,1,0,2,2,1,2,1,0,0,0,0,0,0.0
absolvedor,10,0,0,0,4,0,4,0,6,5,-11,1,0,1,1,2,1,1,0,0,0,0,0,0.0
absolver,8,0,0,0,3,0,3,0,5,3,-10,1,0,1,1,1,1,1,0,0,0,0,0,0.0
absorbencia,11,0,0,0,5,1,4,0,6,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0.0
absorbente,10,0,0,0,4,0,4,0,6,3,-9,1,1,2,1,1,1,1,1,0,0,0,0,0.0
absorber,8,0,0,0,3,0,3,0,5,3,-10,1,0,1,1,1,1,2,0,0,0,0,0,0.0
absorbible,10,0,0,0,4,1,3,0,6,3,-9,1,1,1,1,1,1,1,0,0,0,0,0,0.0
absorbimiento,13,0,0,0,6,2,4,0,7,4,-2,1,1,1,1,2,1,1,1,0,1,0,0,0.0
absorciómetro,13,1,0,1,6,1,5,0,7,4,-4,1,1,1,1,2,1,2,0,0,1,0,0,0.0
absorción,9,1,0,1,4,1,3,0,5,2,-4,1,0,0,1,1,1,1,1,0,0,0,0,0.0
absortar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,2,1,1,2,0,0,0,0,0,0.0
absorto,7,0,0,0,3,0,3,0,4,2,-3,1,1,0,1,2,1,1,0,0,0,0,0,0.0
abstemio,8,0,0,0,4,1,3,0,4,1,6,1,1,1,1,1,1,0,0,0,1,0,0,0.0
abstencionismo,14,0,0,0,6,2,4,0,8,3,-7,1,1,1,1,2,2,0,2,0,1,0,0,0.0
abstencionista,14,0,0,0,6,2,4,0,8,3,-7,1,1,1,2,1,2,0,2,0,0,0,0,0.0
abstención,10,1,0,1,4,1,3,0,6,1,-7,1,0,1,1,0,1,0,2,0,0,0,0,0.0
abstener,8,0,0,0,3,0,3,0,5,3,-8,1,0,2,1,0,1,1,1,0,0,0,0,0.0
abstergente,11,0,0,0,4,0,4,0,7,2,-13,1,1,3,1,0,1,1,1,0,0,0,0,0.0
absterger,9,0,0,0,3,0,3,0,6,2,-14,1,0,2,1,0,1,2,0,0,0,0,0,0.0
abstersivo,10,0,0,0,4,1,3,0,6,3,-5,1,1,1,1,1,2,1,0,0,0,0,0,0.0
abstersión,10,1,0,1,4,1,3,0,6,1,-7,1,0,1,1,0,2,1,1,0,0,0,0,0.0
abstinencia,11,0,0,0,5,2,3,0,6,2,3,1,1,1,2,0,1,0,2,0,0,0,0,0.0
abstinente,10,0,0,0,4,1,3,0,6,3,-7,1,1,2,1,0,1,0,2,0,0,0,0,0.0
abstracción,11,1,0,1,4,1,3,1,7,0,-11,1,0,0,2,0,1,1,1,0,0,0,0,0.0
abstractivo,11,0,0,0,4,1,3,0,7,2,-9,1,1,0,2,1,1,1,0,0,0,0,0,0.0
abstracto,9,0,0,0,3,0,3,0,6,0,-10,1,1,0,2,1,1,1,0,0,0,0,0,0.0
abstraer,8,0,0,0,3,0,3,0,5,-1,-6,1,0,1,2,0,1,2,0,0,0,0,0,0.0
abstraído,9,1,0,1,4,1,3,0,5,0,2,1,1,0,2,1,1,1,0,0,0,0,0,0.0
abstruso,8,0,0,0,3,1,2,0,5,1,-4,1,1,0,1,1,2,1,0,0,0,0,0,0.0
absuelto,8,0,0,0,4,1,3,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.0
absurdidad,10,0,0,0,4,2,2,0,6,5,-11,1,0,0,2,0,1,1,0,0,0,0,0,0.0
absurdo,7,0,0,0,3,1,2,0,4,2,-3,1,1,0,1,1,1,1,0,0,0,0,0,0.0
abubilla,8,0,0,0,4,2,2,1,4,5,-2,1,1,0,2,0,0,0,0,0,0,0,0,0.0
abubo,5,0,0,0,3,1,2,0,2,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0.0
abuchear,8,0,0,0,4,1,3,0,4,3,-2,1,0,1,2,0,0,1,0,0,0,0,0,0.0
abucheo,7,0,0,0,4,1,3,0,3,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0.0
abuela,6,0,0,0,4,1,3,0,2,3,5,1,1,1,2,0,0,0,0,0,0,0,0,0.0
abuelastro,10,0,0,0,5,1,4,0,5,3,-7,1,1,1,2,1,1,1,0,0,0,0,0,0.0
abuelo,6,0,0,0,4,1,3,0,2,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0.0
abuhado,7,0,0,0,4,1,3,0,3,6,3,1,1,0,2,1,0,0,0,0,0,0,0,0.0
abuhamiento,11,0,0,0,6,2,4,0,5,6,3,1,1,1,2,1,0,0,1,0,1,0,0,0.0
abuhardillado,13,0,0,0,6,2,4,1,7,8,-8,1,1,0,3,1,0,1,0,0,0,0,0,0.0
abujardar,9,0,0,0,4,1,3,0,5,6,-10,1,0,0,3,0,0,2,0,1,0,0,0,0.0
abuje,5,0,0,0,3,1,2,0,2,4,2,1,1,1,1,0,0,0,0,1,0,0,0,0.0
abulaga,7,0,0,0,4,1,3,0,3,6,3,1,1,0,3,0,0,0,0,0,0,0,0,0.0
abulagar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,3,0,0,1,0,0,0,0,0,0.0
abulense,8,0,0,0,4,1,3,0,4,5,-2,1,1,2,1,0,1,0,1,0,0,0,0,0.0
abulia,6,0,0,0,4,2,2,0,2,3,7,1,1,0,2,0,0,0,0,0,0,0,0,0.0
abullonar,9,0,0,0,4,1,3,1,5,6,-8,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abulonar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abultado,8,0,0,0,4,1,3,0,4,5,0,1,1,0,2,1,0,0,0,0,0,0,0,0.0
abultamiento,12,0,0,0,6,2,4,0,6,5,0,1,1,1,2,1,0,0,1,0,1,0,0,0.0
abultar,7,0,0,0,3,1,2,0,4,4,-7,1,0,0,2,0,0,1,0,0,0,0,0,0.0
abulón,6,1,0,1,3,1,2,0,3,5,-3,1,0,0,1,0,0,0,1,0,0,0,0,0.0
abundado,8,0,0,0,4,1,3,0,4,5,0,1,1,0,2,1,0,0,1,0,0,0,0,0.0
abundamiento,12,0,0,0,6,2,4,0,6,5,0,1,1,1,2,1,0,0,2,0,1,0,0,0.0
abundancia,10,0,0,0,5,2,3,0,5,3,3,1,1,0,3,0,0,0,2,0,0,0,0,0.0
abundancial,11,0,0,0,5,2,3,0,6,4,-7,1,0,0,3,0,0,0,2,0,0,0,0,0.0
abundante,9,0,0,0,4,1,3,0,5,4,-6,1,1,1,2,0,0,0,2,0,0,0,0,0.0
abundantemente,14,0,0,0,6,1,5,0,8,7,-15,1,1,3,2,0,0,0,3,0,1,0,0,0.0
abundar,7,0,0,0,3,1,2,0,4,4,-7,1,0,0,2,0,0,1,1,0,0,0,0,0.0
abundo,6,0,0,0,3,1,2,0,3,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0.0
abundoso,8,0,0,0,4,1,3,0,4,5,0,1,1,0,1,2,1,0,1,0,0,0,0,0.0
abur,4,0,0,0,2,1,1,0,2,3,-2,1,0,0,1,0,0,1,0,0,0,0,0,0.0
aburar,6,0,0,0,3,1,2,0,3,5,-3,1,0,0,2,0,0,2,0,0,0,0,0,0.0
aburelado,9,0,0,0,5,1,4,0,4,8,4,1,1,1,2,1,0,1,0,0,0,0,0,0.0
aburguesamiento,15,0,0,0,8,3,5,0,7,6,7,1,1,2,2,1,1,1,1,0,1,0,0,0.0
aburguesarse,12,0,0,0,6,2,4,0,6,5,-2,1,1,2,2,0,2,2,0,0,0,0,0,0.0
aburrado,8,0,0,0,4,1,3,1,4,5,0,1,1,0,2,1,0,2,0,0,0,0,0,0.0
aburrarse,9,0,0,0,4,1,3,1,5,4,-6,1,1,1,2,0,1,3,0,0,0,0,0,0.0
aburrición,10,1,0,1,5,3,2,1,5,5,-1,1,0,0,1,0,0,2,1,0,0,0,0,0.0
aburridamente,13,0,0,0,6,2,4,1,7,8,-8,1,1,2,2,0,0,2,1,0,1,0,0,0.0
aburrido,8,0,0,0,4,2,2,1,4,5,0,1,1,0,1,1,0,2,0,0,0,0,0,0.0
aburridor,9,0,0,0,4,2,2,1,5,6,-8,1,0,0,1,1,0,3,0,0,0,0,0,0.0
aburrimiento,12,0,0,0,6,3,3,1,6,5,0,1,1,1,1,1,0,2,1,0,1,0,0,0.0
aburrir,7,0,0,0,3,2,1,1,4,4,-7,1,0,0,1,0,0,3,0,0,0,0,0,0.0
aburujar,8,0,0,0,4,2,2,0,4,7,-4,1,0,0,2,0,0,2,0,1,0,0,0,0.0
abusado,7,0,0,0,4,1,3,0,3,6,3,1,1,0,2,1,1,0,0,0,0,0,0,0.0
abusador,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,1,1,0,0,0,0,0,0.0
abusar,6,0,0,0,3,1,2,0,3,5,-3,1,0,0,2,0,1,1,0,0,0,0,0,0.0
abusionero,10,0,0,0,6,2,4,0,4,7,9,1,1,1,1,2,1,1,1,0,0,0,0,0.0
abusivo,7,0,0,0,4,2,2,0,3,6,3,1,1,0,1,1,1,0,0,0,0,0,0,0.0
abusión,7,1,0,1,4,2,2,0,3,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0.0
abuso,5,0,0,0,3,1,2,0,2,4,2,1,1,0,1,1,1,0,0,0,0,0,0,0.0
abusón,6,1,0,1,3,1,2,0,3,5,-3,1,0,0,1,0,1,0,1,0,0,0,0,0.0
abuzarse,8,0,0,0,4,1,3,0,4,5,-2,1,1,1,2,0,1,1,0,0,0,0,0,0.0
abuñolado,9,0,0,0,5,1,4,0,4,8,4,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abuñolar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abuñuelado,10,0,0,0,6,2,4,0,4,7,9,1,1,1,2,1,0,0,0,0,0,0,0,0.0
abuñuelar,9,0,0,0,5,2,3,0,4,6,0,1,0,1,2,0,0,1,0,0,0,0,0,0.0
abyección,9,1,0,1,4,1,3,1,5,2,-4,1,0,1,1,0,0,0,1,0,0,0,0,0.0
abyecto,7,0,0,0,3,0,3,0,4,2,-3,1,1,1,1,1,0,0,0,0,0,0,0,0.0
abés,4,1,1,0,2,0,2,0,2,3,-2,1,0,0,1,0,1,0,0,0,0,0,0,0.0
abéstola,8,1,1,0,4,0,4,0,4,5,0,1,1,0,2,1,1,0,0,0,0,0,0,0.0
abéñola,7,1,1,0,4,0,4,0,3,6,3,1,1,0,2,1,0,0,0,0,0,0,0,0.0
abéñula,7,1,1,0,4,1,3,0,3,6,3,1,1,0,2,0,0,0,0,0,0,0,0,0.0
abúlico,7,1,1,0,4,2,2,0,3,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0.0
aca,3,0,0,0,2,0,2,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0.0
acabable,8,0,0,0,4,0,4,0,4,5,-2,1,1,1,3,0,0,0,0,0,0,0,0,0.0
acabada,7,0,0,0,4,0,4,0,3,6,3,1,1,0,4,0,0,0,0,0,0,0,0,0.0
acabadamente,12,0,0,0,6,0,6,0,6,9,-4,1,1,2,4,0,0,0,1,0,1,0,0,0.0
acabado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,3,1,0,0,0,0,0,0,0,0.0
acabador,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,1,0,0,0,0,0,0.0
acabalar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,4,0,0,1,0,0,0,0,0,0.0
acaballadero,12,0,0,0,6,0,6,1,6,9,0,1,1,1,4,1,0,1,0,0,0,0,0,0.0
acaballado,10,0,0,0,5,0,5,1,5,7,-1,1,1,0,4,1,0,0,0,0,0,0,0,0.0
acaballar,9,0,0,0,4,0,4,1,5,6,-10,1,0,0,4,0,0,1,0,0,0,0,0,0.0
acaballerado,12,0,0,0,6,0,6,1,6,9,0,1,1,1,4,1,0,1,0,0,0,0,0,0.0
acaballerar,11,0,0,0,5,0,5,1,6,8,-11,1,0,1,4,0,0,2,0,0,0,0,0,0.0
acaballonar,11,0,0,0,5,0,5,1,6,8,-11,1,0,0,4,1,0,1,1,0,0,0,0,0.0
acabamiento,11,0,0,0,6,1,5,0,5,6,3,1,1,1,3,1,0,0,1,0,1,0,0,0.0
acabar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acabañar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,4,0,0,1,0,0,0,0,0,0.0
acabe,5,0,0,0,3,0,3,0,2,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0.0
acabellado,10,0,0,0,5,0,5,1,5,7,-1,1,1,1,3,1,0,0,0,0,0,0,0,0.0
acabestrillar,13,0,0,0,5,1,4,1,8,6,-28,1,0,1,3,0,1,2,0,0,0,0,0,0.0
acabijo,7,0,0,0,4,1,3,0,3,6,3,1,1,0,2,1,0,0,0,1,0,0,0,0.0
acabildar,9,0,0,0,4,1,3,0,5,6,-10,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acabo,5,0,0,0,3,0,3,0,2,4,2,1,1,0,2,1,0,0,0,0,0,0,0,0.0
acabose,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,1,0,0,0,0,0,0,0.0
acabronado,10,0,0,0,5,0,5,0,5,7,1,1,1,0,3,2,0,1,1,0,0,0,0,0.0
acacharse,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,3,0,1,1,0,0,0,0,0,0.0
acachetar,9,0,0,0,4,0,4,0,5,6,-8,1,0,1,3,0,0,1,0,0,0,0,0,0.0
acachetear,10,0,0,0,5,0,5,0,5,5,-1,1,0,2,3,0,0,1,0,0,0,0,0,0.0
acachorrar,10,0,0,0,4,0,4,1,6,5,-15,1,0,0,3,1,0,3,0,0,0,0,0,0.0
acacia,6,0,0,0,4,1,3,0,2,3,7,1,1,0,3,0,0,0,0,0,0,0,0,0.0
acaciano,8,0,0,0,5,1,4,0,3,5,8,1,1,0,3,1,0,0,1,0,0,0,0,0.0
academia,8,0,0,0,5,1,4,0,3,5,10,1,1,1,3,0,0,0,0,0,1,0,0,0.0
academicismo,12,0,0,0,6,2,4,0,6,9,-4,1,1,1,2,1,1,0,0,0,2,0,0,0.0
academicista,12,0,0,0,6,2,4,0,6,9,-4,1,1,1,3,0,1,0,0,0,1,0,0,0.0
academio,8,0,0,0,5,1,4,0,3,5,10,1,1,1,2,1,0,0,0,0,1,0,0,0.0
academista,10,0,0,0,5,1,4,0,5,7,-3,1,1,1,3,0,1,0,0,0,1,0,0,0.0
academizar,10,0,0,0,5,1,4,0,5,9,-5,1,0,1,3,0,0,1,0,0,1,0,0,0.0
acadio,6,0,0,0,4,1,3,0,2,3,7,1,1,0,2,1,0,0,0,0,0,0,0,0.0
académicamente,14,1,1,0,7,1,6,0,7,11,-5,1,1,2,3,0,0,0,1,0,2,0,0,0.0
académico,9,1,1,0,5,1,4,0,4,8,4,1,1,0,2,1,0,0,0,0,1,0,0,0.0
acaecedero,10,0,0,0,6,0,6,0,4,7,7,1,1,3,2,1,0,1,0,0,0,0,0,0.0
acaecer,7,0,0,0,4,0,4,0,3,4,-1,1,0,2,2,0,0,1,0,0,0,0,0,0.0
acaecimiento,12,0,0,0,7,2,5,0,5,5,6,1,1,2,2,1,0,0,1,0,1,0,0,0.0
acafresna,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,3,0,1,1,1,0,0,0,0,0.0
acaguasarse,11,0,0,0,6,1,5,0,5,6,1,1,1,1,4,0,2,1,0,0,0,0,0,0.0
acahual,7,0,0,0,4,1,3,0,3,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0.0
acairelar,9,0,0,0,5,1,4,0,4,6,-2,1,0,1,3,0,0,2,0,0,0,0,0,0.0
acal,4,0,0,0,2,0,2,0,2,3,-2,1,0,0,2,0,0,0,0,0,0,0,0,0.0
acalabrotar,11,0,0,0,5,0,5,0,6,8,-11,1,0,0,4,1,0,2,0,0,0,0,0,0.0
acalambrar,10,0,0,0,4,0,4,0,6,5,-17,1,0,0,4,0,0,2,0,0,1,0,0,0.0
acaldar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acalefo,7,0,0,0,4,0,4,0,3,6,3,1,1,1,2,1,0,0,0,0,0,0,0,0.0
acalenturarse,13,0,0,0,6,1,5,0,7,8,-10,1,1,2,3,0,1,2,1,0,0,0,0,0.0
acalia,6,0,0,0,4,1,3,0,2,3,7,1,1,0,3,0,0,0,0,0,0,0,0,0.0
acallador,9,0,0,0,4,0,4,1,5,6,-8,1,0,0,3,1,0,1,0,0,0,0,0,0.0
acallantar,10,0,0,0,4,0,4,1,6,5,-15,1,0,0,4,0,0,1,1,0,0,0,0,0.0
acallar,7,0,0,0,3,0,3,1,4,4,-7,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acalmar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,3,0,0,1,0,0,1,0,0,0.0
acaloradamente,14,0,0,0,7,0,7,0,7,11,-5,1,1,2,4,1,0,1,1,0,1,0,0,0.0
acalorado,9,0,0,0,5,0,5,0,4,8,4,1,1,0,3,2,0,1,0,0,0,0,0,0.0
acaloramiento,13,0,0,0,7,1,6,0,6,8,4,1,1,1,3,2,0,1,1,0,1,0,0,0.0
acalorar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,2,0,0,0,0,0,0.0
acaloro,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,1,0,0,0,0,0,0.0
acaloñar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,1,0,0,0,0,0,0.0
acalugar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acalumniador,12,0,0,0,6,2,4,0,6,7,-4,1,0,0,3,1,0,1,1,0,1,0,0,0.0
acalumniar,10,0,0,0,5,2,3,0,5,5,-3,1,0,0,3,0,0,1,1,0,1,0,0,0.0
acalórico,9,1,1,0,5,1,4,0,4,8,4,1,1,0,2,1,0,1,0,0,0,0,0,0.0
acamado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,3,1,0,0,0,0,1,0,0,0.0
acamar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,3,0,0,1,0,0,1,0,0,0.0
acamaya,7,0,0,0,4,0,4,0,3,6,3,1,1,0,4,0,0,0,0,0,1,0,0,0.0
acambrayado,11,0,0,0,5,0,5,0,6,6,-3,1,1,0,4,1,0,1,0,0,1,0,0,0.0
acamellado,10,0,0,0,5,0,5,1,5,7,-1,1,1,1,3,1,0,0,0,0,1,0,0,0.0
acamellonar,11,0,0,0,5,0,5,1,6,8,-11,1,0,1,3,1,0,1,1,0,1,0,0,0.0
acampada,8,0,0,0,4,0,4,0,4,5,0,1,1,0,4,0,0,0,0,0,1,0,0,0.0
acampamento,11,0,0,0,5,0,5,0,6,6,-7,1,1,1,3,1,0,0,1,0,2,0,0,0.0
acampanado,10,0,0,0,5,0,5,0,5,7,1,1,1,0,4,1,0,0,1,0,1,0,0,0.0
acampanar,9,0,0,0,4,0,4,0,5,6,-8,1,0,0,4,0,0,1,1,0,1,0,0,0.0
acampar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,3,0,0,1,0,0,1,0,0,0.0
acampo,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,2,1,0,0,0,0,1,0,0,0.0
acamuzado,9,0,0,0,5,1,4,0,4,8,4,1,1,0,3,1,0,0,0,0,1,0,0,0.0
acanalado,9,0,0,0,5,0,5,0,4,8,4,1,1,0,4,1,0,0,1,0,0,0,0,0.0
acanalador,10,0,0,0,5,0,5,0,5,9,-5,1,0,0,4,1,0,1,1,0,0,0,0,0.0
acanaladura,11,0,0,0,6,1,5,0,5,10,5,1,1,0,5,0,0,1,1,0,0,0,0,0.0
acanalar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,4,0,0,1,1,0,0,0,0,0.0
acanallado,10,0,0,0,5,0,5,1,5,7,-1,1,1,0,4,1,0,0,1,0,0,0,0,0.0
acanallar,9,0,0,0,4,0,4,1,5,6,-10,1,0,0,4,0,0,1,1,0,0,0,0,0.0
acandilado,10,0,0,0,5,1,4,0,5,7,1,1,1,0,3,1,0,0,1,0,0,0,0,0.0
acanelado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,3,1,0,0,1,0,0,0,0,0.0
acanelonar,10,0,0,0,5,0,5,0,5,9,-5,1,0,1,3,1,0,1,2,0,0,0,0,0.0
acanillado,10,0,0,0,5,1,4,1,5,7,-1,1,1,0,3,1,0,0,1,0,0,0,0,0.0
acanilladura,12,0,0,0,6,2,4,1,6,9,0,1,1,0,4,0,0,1,1,0,0,0,0,0.0
acantalear,10,0,0,0,5,0,5,0,5,5,-1,1,0,1,4,0,0,1,1,0,0,0,0,0.0
acantarar,9,0,0,0,4,0,4,0,5,6,-8,1,0,0,4,0,0,2,1,0,0,0,0,0.0
acantear,8,0,0,0,4,0,4,0,4,3,-2,1,0,1,3,0,0,1,1,0,0,0,0,0.0
acantilado,10,0,0,0,5,1,4,0,5,7,1,1,1,0,3,1,0,0,1,0,0,0,0,0.0
acantilar,9,0,0,0,4,1,3,0,5,6,-8,1,0,0,3,0,0,1,1,0,0,0,0,0.0
acantinflado,12,0,0,0,5,1,4,0,7,5,-12,1,1,0,3,1,0,0,2,0,0,0,0,0.0
acantio,7,0,0,0,4,1,3,0,3,2,5,1,1,0,2,1,0,0,1,0,0,0,0,0.0
acanto,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,2,1,0,0,1,0,0,0,0,0.0
acantocéfalo,12,1,0,1,6,0,6,0,6,9,2,1,1,0,3,2,0,0,1,0,0,0,0,0.0
acantonamiento,14,0,0,0,7,1,6,0,7,7,1,1,1,1,3,2,0,0,3,0,1,0,0,0.0
acantonar,9,0,0,0,4,0,4,0,5,6,-8,1,0,0,3,1,0,1,2,0,0,0,0,0.0
acantopterigio,14,0,0,0,7,2,5,0,7,7,9,1,1,1,2,2,0,1,1,0,0,0,0,0.0
acantáceo,9,1,0,1,5,0,5,0,4,4,8,1,1,1,2,1,0,0,1,0,0,0,0,0.0
acaparador,10,0,0,0,5,0,5,0,5,9,-5,1,0,0,4,1,0,2,0,0,0,0,0,0.0
acaparamiento,13,0,0,0,7,1,6,0,6,8,4,1,1,1,4,1,0,1,1,0,1,0,0,0.0
acaparar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,4,0,0,2,0,0,0,0,0,0.0
acaparrarse,11,0,0,0,5,0,5,1,6,6,-9,1,1,1,4,0,1,3,0,0,0,0,0,0.0
acaparrosado,12,0,0,0,6,0,6,1,6,9,0,1,1,0,4,2,1,2,0,0,0,0,0,0.0
acapillar,9,0,0,0,4,1,3,1,5,6,-10,1,0,0,3,0,0,1,0,0,0,0,0,0.0
acapizarse,10,0,0,0,5,1,4,0,5,7,-3,1,1,1,3,0,1,1,0,0,0,0,0,0.0
acaponado,9,0,0,0,5,0,5,0,4,8,4,1,1,0,3,2,0,0,1,0,0,0,0,0.0
acapullarse,11,0,0,0,5,1,4,1,6,6,-9,1,1,1,3,0,1,1,0,0,0,0,0,0.0
acapulqueño,11,0,0,0,6,2,4,0,5,6,7,1,1,1,2,1,0,0,0,0,0,0,0,0.0
acaracolado,11,0,0,0,6,0,6,0,5,10,5,1,1,0,4,2,0,1,0,0,0,0,0,0.0
acarambanado,12,0,0,0,6,0,6,0,6,9,0,1,1,0,5,1,0,1,1,0,1,0,0,0.0
acaramelar,10,0,0,0,5,0,5,0,5,9,-5,1,0,1,4,0,0,2,0,0,1,0,0,0.0
acarar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,3,0,0,2,0,0,0,0,0,0.0
acardenalar,11,0,0,0,5,0,5,0,6,8,-9,1,0,1,4,0,0,2,1,0,0,0,0,0.0
acareamiento,12,0,0,0,7,1,6,0,5,5,8,1,1,2,3,1,0,1,1,0,1,0,0,0.0
acarear,7,0,0,0,4,0,4,0,3,4,1,1,0,1,3,0,0,2,0,0,0,0,0,0.0
acariciador,11,0,0,0,6,2,4,0,5,8,1,1,0,0,3,1,0,2,0,0,0,0,0,0.0
acariciar,9,0,0,0,5,2,3,0,4,6,2,1,0,0,3,0,0,2,0,0,0,0,0,0.0
acarminado,10,0,0,0,5,1,4,0,5,7,1,1,1,0,3,1,0,1,1,0,1,0,0,0.0
acarnerado,10,0,0,0,5,0,5,0,5,7,1,1,1,1,3,1,0,2,1,0,0,0,0,0.0
acaronar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,2,1,0,0,0,0,0.0
acarralado,10,0,0,0,5,0,5,1,5,7,1,1,1,0,4,1,0,2,0,0,0,0,0,0.0
acarraladura,12,0,0,0,6,1,5,1,6,9,2,1,1,0,5,0,0,3,0,0,0,0,0,0.0
acarralar,9,0,0,0,4,0,4,1,5,6,-8,1,0,0,4,0,0,3,0,0,0,0,0,0.0
acarrarse,9,0,0,0,4,0,4,1,5,4,-6,1,1,1,3,0,1,3,0,0,0,0,0,0.0
acarrascado,11,0,0,0,5,0,5,1,6,6,-5,1,1,0,4,1,1,2,0,0,0,0,0,0.0
acarrazarse,11,0,0,0,5,0,5,1,6,6,-7,1,1,1,4,0,1,3,0,0,0,0,0,0.0
acarreadizo,11,0,0,0,6,1,5,1,5,6,7,1,1,1,3,1,0,2,0,0,0,0,0,0.0
acarreador,10,0,0,0,5,0,5,1,5,5,-3,1,0,1,3,1,0,3,0,0,0,0,0,0.0
acarreamiento,13,0,0,0,7,1,6,1,6,4,6,1,1,2,3,1,0,2,1,0,1,0,0,0.0
acarrear,8,0,0,0,4,0,4,1,4,3,-2,1,0,1,3,0,0,3,0,0,0,0,0,0.0
acarreo,7,0,0,0,4,0,4,1,3,2,5,1,1,1,2,1,0,2,0,0,0,0,0,0.0
acarretar,9,0,0,0,4,0,4,1,5,6,-8,1,0,1,3,0,0,3,0,0,0,0,0,0.0
acarreto,8,0,0,0,4,0,4,1,4,5,0,1,1,1,2,1,0,2,0,0,0,0,0,0.0
acartonarse,11,0,0,0,5,0,5,0,6,6,-7,1,1,1,3,1,1,2,1,0,0,0,0,0.0
acasamatado,11,0,0,0,6,0,6,0,5,10,5,1,1,0,5,1,1,0,0,0,1,0,0,0.0
acasarado,9,0,0,0,5,0,5,0,4,8,4,1,1,0,4,1,1,1,0,0,0,0,0,0.0
acaserarse,10,0,0,0,5,0,5,0,5,7,-3,1,1,2,3,0,2,2,0,0,0,0,0,0.0
acaso,5,0,0,0,3,0,3,0,2,4,2,1,1,0,2,1,1,0,0,0,0,0,0,0.0
acastañado,10,0,0,0,5,0,5,0,5,7,1,1,1,0,4,1,1,0,0,0,0,0,0,0.0
acastillado,11,0,0,0,5,1,4,1,6,6,-5,1,1,0,3,1,1,0,0,0,0,0,0,0.0
acastorado,10,0,0,0,5,0,5,0,5,7,1,1,1,0,3,2,1,1,0,0,0,0,0,0.0
acatable,8,0,0,0,4,0,4,0,4,5,-2,1,1,1,3,0,0,0,0,0,0,0,0,0.0
acatadamente,12,0,0,0,6,0,6,0,6,9,-4,1,1,2,4,0,0,0,1,0,1,0,0,0.0
acatadura,9,0,0,0,5,1,4,0,4,8,4,1,1,0,4,0,0,1,0,0,0,0,0,0.0
acatalecto,10,0,0,0,5,0,5,0,5,7,-3,1,1,1,3,1,0,0,0,0,0,0,0,0.0
acataléctico,12,1,1,0,6,1,5,0,6,9,-2,1,1,0,3,1,0,0,0,0,0,0,0,0.0
